Module,statements,missing,excluded,branches,partial,coverage
reactivex/observer/scheduledobserver.py,54,40,0,13,0,21%
reactivex/operators/__init__.py,479,258,47,4,2,46%
reactivex/pipe.py,51,4,18,2,0,89%
reactivex/scheduler/__init__.py,12,0,0,0,0,100%
reactivex/scheduler/catchscheduler.py,65,47,1,8,0,25%
reactivex/scheduler/currentthreadscheduler.py,42,21,0,4,0,46%
reactivex/scheduler/eventloop/__init__.py,7,0,0,0,0,100%
reactivex/scheduler/eventloop/asyncioscheduler.py,38,22,0,2,0,40%
reactivex/scheduler/eventloop/asynciothreadsafescheduler.py,66,52,0,8,0,19%
reactivex/scheduler/eventloop/eventletscheduler.py,37,22,0,2,0,38%
reactivex/scheduler/eventloop/geventscheduler.py,38,23,0,2,0,38%
reactivex/scheduler/eventloop/ioloopscheduler.py,41,26,0,4,0,33%
reactivex/scheduler/eventloop/twistedscheduler.py,31,16,0,2,0,45%
reactivex/scheduler/eventloopscheduler.py,92,68,0,44,0,18%
reactivex/scheduler/historicalscheduler.py,7,1,0,0,0,86%
reactivex/scheduler/immediatescheduler.py,32,15,0,4,0,47%
reactivex/scheduler/mainloop/__init__.py,6,0,0,0,0,100%
reactivex/scheduler/mainloop/gtkscheduler.py,33,21,0,4,0,32%
reactivex/scheduler/mainloop/pygamescheduler.py,38,22,0,11,0,33%
reactivex/scheduler/mainloop/qtscheduler.py,47,33,0,2,0,29%
reactivex/scheduler/mainloop/tkinterscheduler.py,23,13,0,0,0,43%
reactivex/scheduler/mainloop/wxscheduler.py,58,43,0,8,0,23%
reactivex/scheduler/newthreadscheduler.py,42,23,0,4,0,41%
reactivex/scheduler/periodicscheduler.py,24,16,0,2,0,31%
reactivex/scheduler/scheduleditem.py,28,14,1,0,0,50%
reactivex/scheduler/scheduler.py,44,20,3,14,0,41%
reactivex/scheduler/threadpoolscheduler.py,20,7,0,2,0,59%
reactivex/scheduler/timeoutscheduler.py,48,31,0,4,0,33%
reactivex/scheduler/trampoline.py,48,33,0,26,0,20%
reactivex/scheduler/trampolinescheduler.py,34,15,0,4,0,50%
reactivex/scheduler/virtualtimescheduler.py,107,79,0,56,0,17%
reactivex/subject/__init__.py,5,0,0,0,0,100%
reactivex/subject/asyncsubject.py,47,35,0,21,0,18%
reactivex/subject/behaviorsubject.py,32,21,0,13,0,24%
reactivex/subject/innersubscription.py,17,9,0,8,1,36%
reactivex/subject/replaysubject.py,81,57,0,30,0,22%
reactivex/subject/subject.py,65,45,0,28,0,22%
reactivex/testing/__init__.py,5,0,0,0,0,100%
reactivex/testing/coldobservable.py,35,25,0,6,0,24%
reactivex/testing/hotobservable.py,40,29,0,10,0,22%
reactivex/testing/marbles.py,69,48,1,14,0,25%
reactivex/testing/mockdisposable.py,10,4,0,0,0,60%
reactivex/testing/mockobserver.py,16,5,0,0,0,69%
reactivex/testing/reactivetest.py,58,31,0,22,0,34%
reactivex/testing/recorded.py,22,12,0,6,1,39%
reactivex/testing/subscription.py,15,7,0,0,0,53%
reactivex/testing/testscheduler.py,52,33,0,8,0,32%
reactivex/typing.py,21,0,1,0,0,100%
tests/__init__.py,0,0,0,0,0,100%
tests/test_core/__init__.py,0,0,0,0,0,100%
tests/test_core/test_notification.py,250,195,6,0,0,22%
tests/test_core/test_observer.py,204,182,0,2,1,11%
tests/test_core/test_priorityqueue.py,89,71,0,6,0,19%
tests/test_disposables/__init__.py,0,0,0,0,0,100%
tests/test_disposables/test_disposable.py,224,204,0,0,0,9%
tests/test_integration/test_concat_repeat.py,12,7,0,2,0,36%
tests/test_integration/test_group_reduce.py,13,7,0,4,0,35%
tests/test_observable/__init__.py,0,0,0,0,0,100%
tests/test_observable/test_all.py,78,58,0,18,1,22%
tests/test_observable/test_amb.py,106,86,0,0,0,19%
tests/test_observable/test_asobservable.py,63,45,0,0,0,29%
tests/test_observable/test_average.py,60,43,0,2,0,27%
tests/test_observable/test_blocking/__init__.py,0,0,0,0,0,100%
tests/test_observable/test_blocking/test_blocking.py,47,26,0,4,0,41%
tests/test_observable/test_buffer.py,188,163,0,26,0,12%
tests/test_observable/test_bufferwithcount.py,97,74,0,10,0,21%
tests/test_observable/test_bufferwithtime.py,44,29,0,8,0,29%
tests/test_observable/test_bufferwithtimeorcount.py,36,22,0,6,0,33%
tests/test_observable/test_case.py,113,94,0,12,0,15%
tests/test_observable/test_catch.py,190,165,0,0,0,13%
tests/test_observable/test_combinelatest.py,299,256,0,4,1,15%
tests/test_observable/test_concat.py,195,163,0,0,0,16%
tests/test_observable/test_concatmap.py,78,58,0,6,0,24%
tests/test_observable/test_connectableobservable.py,136,107,0,12,0,20%
tests/test_observable/test_contains.py,91,70,0,4,0,22%
tests/test_observable/test_count.py,134,107,0,30,0,16%
tests/test_observable/test_create.py,98,78,0,36,0,15%
tests/test_observable/test_debounce.py,178,146,0,4,0,18%
tests/test_observable/test_defaultifempty.py,47,28,0,0,0,40%
tests/test_observable/test_defer.py,70,52,0,0,0,26%
tests/test_observable/test_delay.py,130,98,0,0,0,25%
tests/test_observable/test_delaywithmapper.py,75,55,0,10,0,24%
tests/test_observable/test_distinct.py,65,45,0,2,0,30%
tests/test_observable/test_distinctuntilchanged.py,129,102,0,10,0,19%
tests/test_observable/test_doaction.py,77,60,0,0,0,22%
tests/test_observable/test_dowhile.py,64,54,0,10,0,14%
tests/test_observable/test_elementat.py,81,61,0,2,1,25%
tests/test_observable/test_empty.py,33,16,0,4,0,46%
tests/test_observable/test_expand.py,67,48,0,0,0,28%
tests/test_observable/test_filter.py,237,207,0,8,0,12%
tests/test_observable/test_finally.py,63,47,0,0,0,25%
tests/test_observable/test_find.py,57,40,0,10,0,25%
tests/test_observable/test_first.py,78,58,0,20,1,21%
tests/test_observable/test_firstordefault.py,92,70,0,2,0,23%
tests/test_observable/test_flatmap.py,201,172,0,28,1,13%
tests/test_observable/test_flatmap_async.py,25,18,0,0,0,28%
tests/test_observable/test_forin.py,29,15,0,0,0,48%
tests/test_observable/test_forkjoin.py,132,103,0,32,0,18%
tests/test_observable/test_fromcallback.py,42,25,0,6,0,35%
tests/test_observable/test_fromfuture.py,71,62,0,0,0,13%
tests/test_observable/test_fromiterable.py,38,20,0,6,0,41%
tests/test_observable/test_generate.py,49,29,0,10,0,34%
tests/test_observable/test_generatewithrelativetime.py,81,57,0,20,0,24%
tests/test_observable/test_groupby.py,258,232,0,38,1,9%
tests/test_observable/test_groupjoin.py,222,184,0,68,1,13%
tests/test_observable/test_ifthen.py,111,92,0,6,0,16%
tests/test_observable/test_ignoreelements.py,30,16,0,6,0,39%
tests/test_observable/test_interval.py,33,16,0,4,0,46%
tests/test_observable/test_isempty.py,44,29,0,0,0,34%
tests/test_observable/test_join.py,231,196,0,36,0,13%
tests/test_observable/test_last.py,96,74,0,2,0,22%
tests/test_observable/test_lastordefault.py,89,69,0,2,0,22%
tests/test_observable/test_map.py,221,189,0,48,1,12%
tests/test_observable/test_marbles.py,356,296,0,8,0,16%
tests/test_observable/test_materialize.py,81,60,0,2,1,27%
tests/test_observable/test_max.py,138,116,0,20,0,14%
tests/test_observable/test_maxby.py,96,78,0,8,0,17%
tests/test_observable/test_merge.py,307,264,0,4,0,14%
tests/test_observable/test_min.py,106,85,0,24,0,16%
tests/test_observable/test_minby.py,190,163,0,50,0,11%
tests/test_observable/test_multicast.py,231,205,0,0,0,11%
tests/test_observable/test_never.py,18,6,0,0,0,67%
tests/test_observable/test_observeon.py,56,38,0,0,0,32%
tests/test_observable/test_of.py,31,16,0,0,0,48%
tests/test_observable/test_onerrorresumenext.py,111,90,0,0,0,19%
tests/test_observable/test_pairwise.py,60,43,0,0,0,28%
tests/test_observable/test_partition.py,175,156,0,0,0,11%
tests/test_observable/test_pluck.py,27,13,0,4,0,45%
tests/test_observable/test_publish.py,276,241,0,2,0,13%
tests/test_observable/test_publishvalue.py,190,170,0,0,0,11%
tests/test_observable/test_range.py,53,34,0,2,0,35%
tests/test_observable/test_reduce.py,100,76,0,24,1,20%
tests/test_observable/test_repeat.py,118,89,0,34,0,19%
tests/test_observable/test_replay.py,306,284,0,0,0,7%
tests/test_observable/test_retry.py,100,74,0,40,1,19%
tests/test_observable/test_returnvalue.py,55,36,0,4,0,32%
tests/test_observable/test_sample.py,50,30,0,0,0,40%
tests/test_observable/test_scan.py,119,97,0,18,0,16%
tests/test_observable/test_sequenceequal.py,237,204,0,26,0,13%
tests/test_observable/test_single.py,110,87,0,2,0,21%
tests/test_observable/test_singleordefault.py,117,93,0,2,0,20%
tests/test_observable/test_skip.py,88,67,0,2,1,24%
tests/test_observable/test_skiplast.py,86,66,0,0,0,23%
tests/test_observable/test_skiplastwithtime.py,68,50,0,0,0,26%
tests/test_observable/test_skipuntil.py,102,80,0,0,0,22%
tests/test_observable/test_skipuntilwithtime.py,61,43,0,0,0,30%
tests/test_observable/test_skipwhile.py,130,110,0,2,0,15%
tests/test_observable/test_skipwithtime.py,68,50,0,0,0,26%
tests/test_observable/test_slice.py,82,62,0,0,0,24%
tests/test_observable/test_some.py,101,79,0,14,0,19%
tests/test_observable/test_starmap.py,180,150,0,22,1,15%
tests/test_observable/test_start.py,68,50,0,0,0,26%
tests/test_observable/test_startwith.py,39,24,0,0,0,38%
tests/test_observable/test_subscribeon.py,46,30,0,2,1,35%
tests/test_observable/test_sum.py,55,38,0,2,0,30%
tests/test_observable/test_switchlatest.py,48,32,0,0,0,33%
tests/test_observable/test_switchmap.py,81,61,0,4,0,24%
tests/test_observable/test_switchmapindexed.py,81,61,0,4,0,24%
tests/test_observable/test_take.py,76,57,0,0,0,25%
tests/test_observable/test_takelast.py,86,66,0,0,0,23%
tests/test_observable/test_takelastbuffer.py,75,57,0,0,0,24%
tests/test_observable/test_takelastwithtime.py,84,64,0,0,0,24%
tests/test_observable/test_takeuntil.py,128,103,0,0,0,20%
tests/test_observable/test_takeuntilwithtime.py,72,51,0,0,0,29%
tests/test_observable/test_takewhile.py,156,133,0,8,0,14%
tests/test_observable/test_takewithtime.py,68,50,0,0,0,26%
tests/test_observable/test_throttlefirst.py,56,37,0,0,0,34%
tests/test_observable/test_throw.py,33,16,0,2,0,49%
tests/test_observable/test_timeinterval.py,60,38,0,4,0,34%
tests/test_observable/test_timeout.py,162,132,0,0,0,19%
tests/test_observable/test_timeoutwithmapper.py,124,102,0,16,0,16%
tests/test_observable/test_timer.py,87,62,0,6,0,27%
tests/test_observable/test_timestamp.py,52,31,0,2,0,39%
tests/test_observable/test_toasync.py,108,86,0,0,0,20%
tests/test_observable/test_todict.py,62,46,0,14,0,21%
tests/test_observable/test_tofuture.py,75,53,0,2,0,29%
tests/test_observable/test_toiterable.py,36,29,0,0,0,19%
tests/test_observable/test_toset.py,32,18,0,4,0,39%
tests/test_observable/test_using.py,153,133,0,0,0,13%
tests/test_observable/test_while_do.py,86,67,0,14,0,19%
tests/test_observable/test_window.py,209,182,0,30,1,12%
tests/test_observable/test_windowwithcount.py,44,30,0,4,0,29%
tests/test_observable/test_windowwithtime.py,77,59,0,8,0,21%
tests/test_observable/test_windowwithtimeorcount.py,48,34,0,0,0,29%
tests/test_observable/test_withlatestfrom.py,309,265,0,4,1,14%
tests/test_observable/test_zip.py,341,300,0,18,0,11%
tests/test_scheduler/__init__.py,0,0,0,0,0,100%
tests/test_scheduler/test_catchscheduler.py,228,204,0,16,0,10%
tests/test_scheduler/test_currentthreadscheduler.py,159,137,0,4,0,13%
tests/test_scheduler/test_eventloop/__init__.py,0,0,0,0,0,100%
tests/test_scheduler/test_eventloop/test_asyncioscheduler.py,59,44,0,0,0,25%
tests/test_scheduler/test_eventloop/test_asynciothreadsafescheduler.py,103,83,0,0,0,19%
tests/test_scheduler/test_eventloop/test_eventletscheduler.py,60,53,0,2,0,11%
tests/test_scheduler/test_eventloop/test_geventscheduler.py,45,40,0,0,0,11%
tests/test_scheduler/test_eventloop/test_ioloopscheduler.py,60,54,0,0,0,10%
tests/test_scheduler/test_eventloop/test_twistedscheduler.py,60,55,0,0,0,8%
tests/test_scheduler/test_eventloopscheduler.py,174,149,0,16,0,13%
tests/test_scheduler/test_historicalscheduler.py,183,159,0,60,0,10%
tests/test_scheduler/test_immediatescheduler.py,131,103,0,6,0,20%
tests/test_scheduler/test_mainloop/__init__.py,0,0,0,0,0,100%
tests/test_scheduler/test_mainloop/test_gtkscheduler.py,110,101,0,4,0,8%
tests/test_scheduler/test_mainloop/test_pygamescheduler.py,64,57,0,0,0,11%
tests/test_scheduler/test_mainloop/test_qtscheduler_pyqt5.py,122,115,0,4,0,6%
tests/test_scheduler/test_mainloop/test_qtscheduler_pyside2.py,122,115,0,4,0,6%
tests/test_scheduler/test_mainloop/test_tkinterscheduler.py,80,57,0,4,0,30%
tests/test_scheduler/test_mainloop/test_wxscheduler.py,99,92,0,2,0,7%
tests/test_scheduler/test_newthreadscheduler.py,75,57,0,6,0,22%
tests/test_scheduler/test_scheduleditem.py,55,39,0,8,0,25%
tests/test_scheduler/test_scheduler.py,25,18,0,0,0,28%
tests/test_scheduler/test_threadpoolscheduler.py,67,48,0,0,0,28%
tests/test_scheduler/test_timeoutscheduler.py,70,51,0,2,0,26%
tests/test_scheduler/test_trampolinescheduler.py,126,104,0,2,0,17%
tests/test_scheduler/test_virtualtimescheduler.py,50,34,0,6,0,29%
tests/test_subject/__init__.py,0,0,0,0,0,100%
tests/test_subject/test_asyncsubject.py,264,245,0,8,0,7%
tests/test_subject/test_behaviorsubject.py,264,245,0,8,0,7%
tests/test_subject/test_replaysubject.py,341,319,0,8,0,6%
tests/test_subject/test_subject.py,194,178,0,0,0,8%
tests/test_testing/__init__.py,0,0,0,0,0,100%
tests/test_testing/test_marbles.py,98,83,0,22,0,12%
tests/test_version.py,5,1,0,0,0,80%
Total,21352,16549,126,1838,23,21%
