Module,statements,missing,excluded,branches,partial,coverage
cloudinit/config/cc_final_message.py,42,5,0,8,3,80%
cloudinit/config/cc_growpart.py,309,92,0,101,18,69%
cloudinit/config/cc_grub_dpkg.py,81,14,0,24,4,83%
cloudinit/config/cc_install_hotplug.py,37,1,0,10,1,96%
cloudinit/config/cc_keyboard.py,26,2,0,4,1,90%
cloudinit/config/cc_keys_to_console.py,37,7,0,4,1,80%
cloudinit/config/cc_landscape.py,38,2,0,10,2,92%
cloudinit/config/cc_locale.py,22,3,0,4,2,81%
cloudinit/config/cc_lxd.py,203,47,0,98,15,75%
cloudinit/config/cc_mcollective.py,63,10,0,22,5,75%
cloudinit/config/cc_mounts.py,332,61,0,168,31,79%
cloudinit/config/cc_ntp.py,175,25,0,90,10,86%
cloudinit/config/cc_package_update_upgrade_install.py,70,28,0,16,5,59%
cloudinit/config/cc_phone_home.py,59,7,0,18,2,88%
cloudinit/config/cc_power_state_change.py,133,75,0,34,1,43%
cloudinit/config/cc_puppet.py,142,16,0,56,9,87%
cloudinit/config/cc_reset_rmc.py,69,46,0,8,0,30%
cloudinit/config/cc_resizefs.py,140,14,0,52,7,89%
cloudinit/config/cc_resolv_conf.py,46,2,0,18,1,95%
cloudinit/config/cc_rh_subscription.py,249,53,0,116,15,76%
cloudinit/config/cc_rightscale_userdata.py,53,35,0,14,0,27%
cloudinit/config/cc_rsyslog.py,206,53,0,92,17,73%
cloudinit/config/cc_runcmd.py,25,0,0,2,0,100%
cloudinit/config/cc_salt_minion.py,59,18,0,16,4,65%
cloudinit/config/cc_scripts_per_boot.py,22,6,0,0,0,73%
cloudinit/config/cc_scripts_per_instance.py,21,6,0,0,0,71%
cloudinit/config/cc_scripts_per_once.py,22,6,0,0,0,73%
cloudinit/config/cc_scripts_user.py,21,6,0,0,0,71%
cloudinit/config/cc_scripts_vendor.py,23,7,0,0,0,70%
cloudinit/config/cc_seed_random.py,59,4,0,22,3,91%
cloudinit/config/cc_set_hostname.py,47,2,0,12,1,95%
cloudinit/config/cc_set_passwords.py,139,27,0,56,6,80%
cloudinit/config/cc_snap.py,57,7,0,20,2,88%
cloudinit/config/cc_spacewalk.py,47,8,0,14,6,74%
cloudinit/config/cc_ssh.py,145,23,0,60,5,84%
cloudinit/config/cc_ssh_authkey_fingerprints.py,64,44,0,22,0,23%
cloudinit/config/cc_ssh_import_id.py,89,41,0,38,4,55%
cloudinit/config/cc_timezone.py,20,3,0,4,2,79%
cloudinit/config/cc_ubuntu_advantage.py,207,3,0,82,2,98%
cloudinit/config/cc_ubuntu_autoinstall.py,36,0,0,14,0,100%
cloudinit/config/cc_ubuntu_drivers.py,66,1,0,23,3,96%
cloudinit/config/cc_update_etc_hosts.py,35,6,0,12,5,77%
cloudinit/config/cc_update_hostname.py,35,20,0,8,0,35%
cloudinit/config/cc_users_groups.py,36,2,0,14,2,92%
cloudinit/config/cc_wireguard.py,106,18,0,32,7,78%
cloudinit/config/cc_write_files.py,80,4,0,34,4,93%
cloudinit/config/cc_write_files_deferred.py,20,2,0,2,1,86%
cloudinit/config/cc_yum_add_repo.py,77,8,0,30,6,87%
cloudinit/config/cc_zypper_add_repo.py,90,12,0,40,10,83%
cloudinit/config/modules.py,179,45,0,90,16,69%
cloudinit/config/schema.py,762,60,0,360,32,91%
cloudinit/config/schemas/__init__.py,0,0,0,0,0,100%
cloudinit/distros/OpenCloudOS.py,5,0,0,0,0,100%
cloudinit/distros/TencentOS.py,5,0,0,0,0,100%
cloudinit/distros/__init__.py,692,168,0,306,51,72%
cloudinit/distros/almalinux.py,3,0,0,0,0,100%
cloudinit/distros/alpine.py,134,46,0,42,13,62%
cloudinit/distros/amazon.py,6,1,0,0,0,83%
cloudinit/distros/arch.py,149,46,0,44,4,67%
cloudinit/distros/bsd.py,95,44,0,30,4,46%
cloudinit/distros/bsd_utils.py,30,0,0,16,1,98%
cloudinit/distros/centos.py,3,0,0,0,0,100%
cloudinit/distros/cloudlinux.py,3,0,0,0,0,100%
cloudinit/distros/cos.py,3,0,0,0,0,100%
cloudinit/distros/debian.py,129,29,0,30,2,77%
cloudinit/distros/dragonflybsd.py,3,3,0,0,0,0%
cloudinit/distros/eurolinux.py,3,0,0,0,0,100%
cloudinit/distros/fedora.py,3,0,0,0,0,100%
cloudinit/distros/freebsd.py,113,43,0,24,7,61%
cloudinit/distros/gentoo.py,153,87,0,56,7,38%
cloudinit/distros/mariner.py,21,1,0,0,0,95%
cloudinit/distros/miraclelinux.py,3,0,0,0,0,100%
cloudinit/distros/net_util.py,90,19,0,76,20,70%
cloudinit/distros/netbsd.py,93,58,0,16,0,34%
cloudinit/distros/networking.py,142,33,0,24,4,75%
cloudinit/distros/openbsd.py,30,10,0,2,1,66%
cloudinit/distros/openeuler.py,5,0,0,0,0,100%
cloudinit/distros/openmandriva.py,3,0,0,0,0,100%
cloudinit/distros/opensuse-leap.py,3,0,0,0,0,100%
cloudinit/distros/opensuse-microos.py,3,0,0,0,0,100%
cloudinit/distros/opensuse-tumbleweed.py,3,0,0,0,0,100%
cloudinit/distros/opensuse.py,154,35,0,66,12,72%
cloudinit/distros/package_management/__init__.py,0,0,0,0,0,100%
cloudinit/distros/package_management/apt.py,100,21,0,41,8,70%
cloudinit/distros/package_management/package_manager.py,16,1,0,6,3,82%
cloudinit/distros/package_management/snap.py,22,2,0,4,1,88%
cloudinit/distros/package_management/utils.py,5,0,0,0,0,100%
cloudinit/distros/parsers/__init__.py,9,0,0,2,0,100%
cloudinit/distros/parsers/hostname.py,59,3,0,34,5,91%
cloudinit/distros/parsers/hosts.py,60,3,0,30,4,92%
cloudinit/distros/parsers/ifconfig.py,173,16,0,98,20,86%
cloudinit/distros/parsers/networkmanager_conf.py,8,0,0,2,1,90%
cloudinit/distros/parsers/resolv_conf.py,124,8,0,62,12,89%
cloudinit/distros/parsers/sys_conf.py,46,6,0,30,5,78%
cloudinit/distros/photon.py,85,17,0,22,4,79%
cloudinit/distros/rhel.py,111,41,0,42,12,55%
cloudinit/distros/rhel_util.py,30,4,0,12,5,79%
cloudinit/distros/rocky.py,3,0,0,0,0,100%
cloudinit/distros/sle-micro.py,3,0,0,0,0,100%
cloudinit/distros/sle_hpc.py,3,0,0,0,0,100%
cloudinit/distros/sles.py,3,0,0,0,0,100%
cloudinit/distros/suse.py,3,3,0,0,0,0%
cloudinit/distros/ubuntu.py,19,2,0,4,1,87%
cloudinit/distros/ug_util.py,128,16,0,86,12,85%
cloudinit/distros/virtuozzo.py,3,0,0,0,0,100%
cloudinit/dmi.py,106,17,0,34,5,84%
cloudinit/event.py,31,0,0,2,0,100%
cloudinit/features.py,18,0,0,0,0,100%
cloudinit/filters/__init__.py,0,0,0,0,0,100%
cloudinit/filters/launch_index.py,39,0,0,14,0,100%
cloudinit/gpg.py,63,15,0,10,2,74%
cloudinit/handlers/__init__.py,147,22,0,50,13,82%
cloudinit/handlers/boot_hook.py,31,4,0,6,1,81%
cloudinit/handlers/cloud_config.py,93,8,0,34,3,90%
cloudinit/handlers/jinja_template.py,108,8,0,44,4,92%
cloudinit/handlers/shell_script.py,17,0,0,4,0,100%
cloudinit/handlers/shell_script_by_frequency.py,34,9,0,4,1,74%
cloudinit/helpers.py,289,60,0,102,22,75%
cloudinit/importer.py,42,0,0,26,1,99%
cloudinit/log.py,108,26,0,38,7,66%
cloudinit/mergers/__init__.py,94,19,0,40,9,75%
cloudinit/mergers/m_dict.py,50,4,0,28,1,94%
cloudinit/mergers/m_list.py,49,7,0,24,3,84%
cloudinit/mergers/m_str.py,13,3,0,4,1,76%
cloudinit/net/__init__.py,648,109,0,308,32,80%
cloudinit/net/activators.py,144,14,0,74,32,79%
cloudinit/net/bsd.py,131,28,0,54,10,79%
cloudinit/net/cmdline.py,143,12,0,82,11,88%
cloudinit/net/dhcp.py,276,17,0,120,16,90%
cloudinit/net/eni.py,324,60,0,221,18,78%
cloudinit/net/ephemeral.py,163,6,0,56,6,95%
cloudinit/net/freebsd.py,50,8,0,24,4,84%
cloudinit/net/netbsd.py,30,19,0,14,0,25%
cloudinit/net/netops/__init__.py,26,8,0,16,8,62%
cloudinit/net/netops/bsd_netops.py,31,11,0,18,8,57%
cloudinit/net/netops/iproute2.py,28,0,0,16,8,82%
cloudinit/net/netplan.py,281,12,0,152,11,94%
cloudinit/net/network_manager.py,237,8,0,116,8,95%
cloudinit/net/network_state.py,513,50,0,282,43,87%
cloudinit/net/networkd.py,200,10,0,128,8,93%
cloudinit/net/openbsd.py,44,33,0,16,0,18%
cloudinit/net/renderer.py,23,1,0,12,2,91%
cloudinit/net/renderers.py,30,4,0,16,4,83%
cloudinit/net/sysconfig.py,576,53,0,342,46,87%
cloudinit/net/udev.py,14,0,0,2,0,100%
cloudinit/netinfo.py,362,85,0,208,16,75%
cloudinit/persistence.py,11,0,0,0,0,100%
cloudinit/registry.py,18,1,0,8,2,88%
cloudinit/reporting/__init__.py,20,0,0,6,0,100%
cloudinit/reporting/events.py,133,3,0,60,7,94%
cloudinit/reporting/handlers.py,226,19,0,42,6,91%
cloudinit/safeyaml.py,118,2,0,56,3,97%
cloudinit/settings.py,9,0,0,0,0,100%
cloudinit/signal_handler.py,33,15,0,4,0,54%
cloudinit/simpletable.py,25,1,0,4,1,93%
cloudinit/sources/DataSourceAkamai.py,126,33,0,45,4,71%
cloudinit/sources/DataSourceAliYun.py,53,2,0,18,4,92%
cloudinit/sources/DataSourceAltCloud.py,118,8,0,36,5,89%
cloudinit/sources/DataSourceAzure.py,989,152,0,408,88,81%
cloudinit/sources/DataSourceBigstep.py,35,6,0,4,1,77%
cloudinit/sources/DataSourceCloudSigma.py,57,11,0,12,2,78%
cloudinit/sources/DataSourceCloudStack.py,141,34,0,38,9,72%
cloudinit/sources/DataSourceConfigDrive.py,188,42,0,68,14,70%
cloudinit/sources/DataSourceDigitalOcean.py,66,12,0,12,3,76%
cloudinit/sources/DataSourceEc2.py,487,120,0,222,37,71%
cloudinit/sources/DataSourceExoscale.py,90,16,0,14,5,80%
cloudinit/sources/DataSourceGCE.py,226,34,0,82,14,82%
cloudinit/sources/DataSourceHetzner.py,73,23,0,18,2,62%
cloudinit/sources/DataSourceIBMCloud.py,182,38,0,58,7,77%
cloudinit/sources/DataSourceLXD.py,199,32,0,74,14,82%
cloudinit/sources/DataSourceMAAS.py,239,128,0,102,12,43%
cloudinit/sources/DataSourceNWCS.py,77,28,0,22,3,55%
cloudinit/sources/DataSourceNoCloud.py,227,82,0,94,13,60%
cloudinit/sources/DataSourceNone.py,23,2,0,6,2,86%
cloudinit/sources/DataSourceOVF.py,251,36,0,104,17,83%
cloudinit/sources/DataSourceOpenNebula.py,274,21,0,118,17,89%
cloudinit/sources/DataSourceOpenStack.py,151,21,0,36,6,86%
cloudinit/sources/DataSourceOracle.py,168,12,0,66,7,92%
cloudinit/sources/DataSourceRbxCloud.py,99,34,0,24,3,60%
cloudinit/sources/DataSourceScaleway.py,204,25,0,74,13,83%
cloudinit/sources/DataSourceSmartOS.py,469,144,0,196,26,64%
cloudinit/sources/DataSourceUpCloud.py,75,10,0,12,3,85%
cloudinit/sources/DataSourceVMware.py,494,219,0,228,23,50%
cloudinit/sources/DataSourceVultr.py,61,18,0,20,6,63%
cloudinit/sources/__init__.py,581,48,0,261,37,89%
cloudinit/sources/azure/__init__.py,0,0,0,0,0,100%
cloudinit/sources/azure/errors.py,99,1,0,14,0,99%
cloudinit/sources/azure/identity.py,48,0,0,10,1,98%
cloudinit/sources/azure/imds.py,78,2,0,22,1,97%
cloudinit/sources/azure/kvp.py,28,2,0,4,0,94%
cloudinit/sources/helpers/__init__.py,0,0,0,0,0,100%
cloudinit/sources/helpers/akamai.py,22,1,0,10,2,91%
cloudinit/sources/helpers/azure.py,477,63,0,170,45,81%
cloudinit/sources/helpers/cloudsigma.py,42,21,0,4,1,48%
cloudinit/sources/helpers/digitalocean.py,100,50,0,34,3,47%
cloudinit/sources/helpers/ec2.py,140,11,0,54,9,90%
cloudinit/sources/helpers/hetzner.py,11,8,0,4,0,20%
cloudinit/sources/helpers/netlink.py,172,5,0,38,4,96%
cloudinit/sources/helpers/openstack.py,392,65,0,184,27,82%
cloudinit/sources/helpers/upcloud.py,64,18,0,26,6,67%
cloudinit/sources/helpers/vmware/__init__.py,0,0,0,0,0,100%
cloudinit/sources/helpers/vmware/imc/__init__.py,0,0,0,0,0,100%
cloudinit/sources/helpers/vmware/imc/boot_proto.py,3,0,0,0,0,100%
cloudinit/sources/helpers/vmware/imc/config.py,90,2,0,42,17,86%
cloudinit/sources/helpers/vmware/imc/config_custom_script.py,44,1,0,2,0,98%
cloudinit/sources/helpers/vmware/imc/config_file.py,29,0,0,8,0,100%
cloudinit/sources/helpers/vmware/imc/config_nic.py,130,32,0,48,10,72%
cloudinit/sources/helpers/vmware/imc/config_passwd.py,33,26,0,18,0,14%
cloudinit/sources/helpers/vmware/imc/config_source.py,1,0,0,0,0,100%
cloudinit/sources/helpers/vmware/imc/guestcust_error.py,4,0,0,0,0,100%
cloudinit/sources/helpers/vmware/imc/guestcust_event.py,5,0,0,0,0,100%
cloudinit/sources/helpers/vmware/imc/guestcust_state.py,3,0,0,0,0,100%
cloudinit/sources/helpers/vmware/imc/guestcust_util.py,335,102,0,108,18,64%
cloudinit/sources/helpers/vmware/imc/nic.py,84,5,0,44,18,82%
cloudinit/sources/helpers/vmware/imc/nic_base.py,44,14,0,26,13,61%
cloudinit/sources/helpers/vultr.py,119,43,0,60,13,59%
cloudinit/ssh_util.py,349,73,0,171,24,78%
cloudinit/stages.py,483,49,0,186,33,86%
cloudinit/subp.py,154,15,0,82,9,88%
cloudinit/temp_utils.py,58,8,0,20,3,83%
cloudinit/templater.py,110,13,0,36,10,84%
cloudinit/type_utils.py,8,1,0,4,1,83%
cloudinit/url_helper.py,387,92,0,162,20,73%
cloudinit/user_data.py,221,32,0,102,16,85%
cloudinit/util.py,1794,306,0,872,145,80%
cloudinit/version.py,7,0,0,2,0,100%
cloudinit/warnings.py,52,43,0,22,0,12%
Total,30769,6046,0,12607,1903,77%
