Module,statements,missing,excluded,branches,partial,coverage
awscli/customizations/datapipeline/constants.py,6,0,0,0,0,100%
awscli/customizations/datapipeline/createdefaultroles.py,77,11,0,10,0,83%
awscli/customizations/datapipeline/listrunsformatter.py,30,0,0,2,0,100%
awscli/customizations/datapipeline/translator.py,121,3,0,50,2,97%
awscli/customizations/dlm/__init__.py,0,0,0,0,0,100%
awscli/customizations/dlm/constants.py,9,0,0,0,0,100%
awscli/customizations/dlm/createdefaultrole.py,59,3,0,10,3,91%
awscli/customizations/dlm/dlm.py,5,0,0,0,0,100%
awscli/customizations/dlm/iam.py,24,0,0,0,0,100%
awscli/customizations/dynamodb.py,22,0,0,8,0,100%
awscli/customizations/ec2/__init__.py,0,0,0,0,0,100%
awscli/customizations/ec2/addcount.py,50,3,0,4,0,94%
awscli/customizations/ec2/bundleinstance.py,72,0,0,18,3,97%
awscli/customizations/ec2/decryptpassword.py,63,8,0,10,2,86%
awscli/customizations/ec2/paginate.py,27,0,0,12,1,97%
awscli/customizations/ec2/protocolarg.py,15,0,0,10,1,96%
awscli/customizations/ec2/runinstances.py,77,4,0,41,5,89%
awscli/customizations/ec2/secgroupsimplify.py,99,11,0,40,4,88%
awscli/customizations/ecr.py,40,0,0,6,0,100%
awscli/customizations/ecr_public.py,20,0,0,0,0,100%
awscli/customizations/ecs/__init__.py,8,0,0,0,0,100%
awscli/customizations/ecs/deploy.py,189,13,0,26,1,93%
awscli/customizations/ecs/exceptions.py,18,0,0,0,0,100%
awscli/customizations/ecs/executecommand.py,49,0,0,10,3,95%
awscli/customizations/ecs/filehelpers.py,41,1,0,14,1,96%
awscli/customizations/eks/__init__.py,7,0,0,0,0,100%
awscli/customizations/eks/exceptions.py,2,0,0,0,0,100%
awscli/customizations/eks/get_token.py,111,2,0,18,4,95%
awscli/customizations/eks/kubeconfig.py,107,5,0,44,5,93%
awscli/customizations/eks/ordered_yaml.py,15,0,0,0,0,100%
awscli/customizations/eks/update_kubeconfig.py,104,2,0,38,2,97%
awscli/customizations/emr/__init__.py,0,0,0,0,0,100%
awscli/customizations/emr/addinstancegroups.py,27,0,0,4,1,97%
awscli/customizations/emr/addsteps.py,18,0,0,2,0,100%
awscli/customizations/emr/addtags.py,10,0,0,2,0,100%
awscli/customizations/emr/applicationutils.py,67,4,0,28,4,89%
awscli/customizations/emr/argumentschema.py,19,0,0,0,0,100%
awscli/customizations/emr/command.py,49,1,0,18,0,99%
awscli/customizations/emr/config.py,64,3,0,18,1,95%
awscli/customizations/emr/configutils.py,35,5,0,2,0,86%
awscli/customizations/emr/constants.py,140,0,0,0,0,100%
awscli/customizations/emr/createcluster.py,247,4,0,146,4,98%
awscli/customizations/emr/createdefaultroles.py,154,10,0,28,1,93%
awscli/customizations/emr/describecluster.py,43,3,0,16,1,86%
awscli/customizations/emr/emr.py,35,0,0,0,0,100%
awscli/customizations/emr/emrfsutils.py,107,0,0,54,2,99%
awscli/customizations/emr/emrutils.py,143,14,0,52,8,89%
awscli/customizations/emr/exceptions.py,68,0,0,0,0,100%
awscli/customizations/emr/hbase.py,97,0,0,20,0,100%
awscli/customizations/emr/hbaseutils.py,7,0,0,2,0,100%
awscli/customizations/emr/helptext.py,58,0,0,0,0,100%
awscli/customizations/emr/installapplications.py,24,0,0,6,0,100%
awscli/customizations/emr/instancefleetsutils.py,33,0,0,22,2,96%
awscli/customizations/emr/instancegroupsutils.py,50,0,0,24,0,100%
awscli/customizations/emr/listclusters.py,45,4,0,20,4,88%
awscli/customizations/emr/modifyclusterattributes.py,30,0,0,14,0,100%
awscli/customizations/emr/ssh.py,85,57,0,16,0,28%
awscli/customizations/emr/sshutils.py,41,11,0,19,5,62%
awscli/customizations/emr/steputils.py,111,0,0,32,0,100%
awscli/customizations/emr/terminateclusters.py,11,0,0,0,0,100%
awscli/customizations/emrcontainers/__init__.py,5,0,0,0,0,100%
awscli/customizations/emrcontainers/base36.py,13,0,0,4,0,100%
awscli/customizations/emrcontainers/constants.py,3,0,0,0,0,100%
awscli/customizations/emrcontainers/eks.py,14,8,0,4,0,33%
awscli/customizations/emrcontainers/iam.py,9,2,0,0,0,78%
awscli/customizations/emrcontainers/update_role_trust_policy.py,74,2,0,24,2,96%
awscli/customizations/flatten.py,83,3,0,48,4,95%
awscli/customizations/gamelift/__init__.py,7,0,0,0,0,100%
awscli/customizations/gamelift/getlog.py,19,0,0,4,0,100%
awscli/customizations/gamelift/uploadbuild.py,75,7,0,26,1,88%
awscli/customizations/generatecliskeleton.py,59,0,0,16,0,100%
awscli/customizations/globalargs.py,65,0,0,16,1,99%
awscli/customizations/history/__init__.py,55,0,0,12,2,97%
awscli/customizations/history/commands.py,37,0,0,12,0,100%
awscli/customizations/history/constants.py,3,0,0,0,0,100%
awscli/customizations/history/db.py,152,13,0,36,0,88%
awscli/customizations/history/filters.py,14,0,0,2,0,100%
awscli/customizations/history/list.py,64,0,0,14,0,100%
awscli/customizations/history/show.py,168,3,0,58,1,98%
awscli/customizations/iamvirtmfa.py,34,0,0,10,2,95%
awscli/customizations/iot.py,9,0,0,0,0,100%
awscli/customizations/iot_data.py,7,0,0,0,0,100%
awscli/customizations/kinesis.py,8,0,0,2,0,100%
awscli/customizations/kms.py,4,0,0,0,0,100%
awscli/customizations/mturk.py,5,0,0,0,0,100%
awscli/customizations/opsworks.py,236,5,0,107,6,97%
awscli/customizations/opsworkscm.py,5,0,0,0,0,100%
awscli/customizations/overridesslcommonname.py,21,0,0,10,0,100%
awscli/customizations/paginate.py,132,3,0,48,0,96%
awscli/customizations/preview.py,51,0,0,10,0,100%
awscli/customizations/putmetricdata.py,63,0,0,8,0,100%
awscli/customizations/quicksight.py,5,0,0,0,0,100%
awscli/customizations/rds.py,37,0,0,0,0,100%
awscli/customizations/rekognition.py,9,0,0,2,0,100%
awscli/customizations/removals.py,30,2,0,2,0,94%
awscli/customizations/route53.py,5,0,0,0,0,100%
awscli/customizations/s3/__init__.py,0,0,0,0,0,100%
awscli/customizations/s3/comparator.py,65,0,0,30,1,99%
awscli/customizations/s3/fileformat.py,32,0,0,12,0,100%
awscli/customizations/s3/filegenerator.py,185,2,0,74,5,97%
awscli/customizations/s3/fileinfo.py,33,0,0,14,0,100%
awscli/customizations/s3/fileinfobuilder.py,32,0,0,6,1,97%
awscli/customizations/s3/filters.py,72,0,0,30,0,100%
awscli/customizations/s3/results.py,345,5,0,56,1,99%
awscli/customizations/s3/s3.py,20,0,0,2,1,95%
awscli/customizations/s3/s3handler.py,273,6,0,60,4,97%
awscli/customizations/s3/subcommands.py,514,14,0,168,10,96%
awscli/customizations/s3/syncstrategy/__init__.py,0,0,0,0,0,100%
awscli/customizations/s3/syncstrategy/base.py,80,0,0,26,1,99%
awscli/customizations/s3/syncstrategy/delete.py,10,0,0,0,0,100%
awscli/customizations/s3/syncstrategy/exacttimestamps.py,14,0,0,2,0,100%
awscli/customizations/s3/syncstrategy/register.py,10,0,0,0,0,100%
awscli/customizations/s3/syncstrategy/sizeonly.py,12,0,0,2,0,100%
awscli/customizations/s3/transferconfig.py,53,1,0,22,0,99%
awscli/customizations/s3/utils.py,381,7,0,96,4,98%
awscli/customizations/s3errormsg.py,26,0,0,8,0,100%
awscli/customizations/s3events.py,39,2,0,10,0,96%
awscli/customizations/s3uploader.py,103,5,0,24,1,94%
awscli/customizations/sagemaker.py,5,0,0,0,0,100%
awscli/customizations/scalarparse.py,25,0,0,4,0,100%
awscli/customizations/servicecatalog/__init__.py,5,0,0,0,0,100%
awscli/customizations/servicecatalog/exceptions.py,8,0,0,0,0,100%
awscli/customizations/servicecatalog/generate.py,11,0,0,2,0,100%
awscli/customizations/servicecatalog/generatebase.py,22,0,0,4,0,100%
awscli/customizations/servicecatalog/generateproduct.py,37,0,0,14,0,100%
awscli/customizations/servicecatalog/generateprovisioningartifact.py,21,0,0,2,0,100%
awscli/customizations/servicecatalog/helptext.py,17,0,0,0,0,100%
awscli/customizations/servicecatalog/utils.py,11,0,0,4,0,100%
awscli/customizations/sessendemail.py,49,0,0,12,1,98%
awscli/customizations/sessionmanager.py,70,1,0,16,2,97%
awscli/customizations/sms_voice.py,4,0,0,0,0,100%
awscli/customizations/streamingoutputarg.py,58,1,0,10,1,97%
awscli/customizations/toplevelbool.py,55,0,0,20,1,99%
awscli/customizations/translate.py,10,0,0,0,0,100%
awscli/customizations/utils.py,96,0,0,38,0,100%
awscli/customizations/waiters.py,118,2,0,18,1,98%
awscli/errorhandler.py,37,1,0,8,1,96%
awscli/formatter.py,159,7,0,81,4,95%
awscli/handlers.py,149,0,0,0,0,100%
awscli/help.py,203,7,0,30,3,95%
awscli/paramfile.py,70,0,0,20,0,100%
awscli/plugin.py,24,0,0,10,1,97%
awscli/schema.py,73,2,0,22,2,96%
awscli/shorthand.py,267,6,0,100,3,96%
awscli/table.py,264,13,0,92,12,93%
awscli/text.py,68,0,0,50,0,100%
awscli/topictags.py,102,0,0,44,1,99%
awscli/utils.py,174,8,0,48,3,95%
Total,16131,973,0,4637,275,93%
